payment_id,order_id,rrn,captured_at,amount,instrument,bank,is_international,status,fee_charged,gst_charged
pay_00040,ord_00040,109143411104,2026-06-11T18:25:47+05:30,44041.00,CREDIT_CARD,,false,CAPTURED,880.82,158.55
pay_00217,ord_00217,178404090451,2026-06-22T22:17:40+05:30,116.00,UPI,,false,CAPTURED,0.00,0.00
pay_00312,ord_00312,402036766693,2026-06-04T14:30:07+05:30,2235.00,DEBIT_CARD,,false,CAPTURED,20.12,3.62
pay_00033,ord_00033,192490799283,2026-06-23T20:15:41+05:30,2503.50,DEBIT_CARD,,false,CAPTURED,22.53,4.06
pay_00347,ord_00347,899463957595,2026-06-01T14:40:42+05:30,6940.00,DEBIT_CARD,,false,CAPTURED,62.46,11.24
pay_00405,ord_00405,175039854012,2026-06-08T13:03:22+05:30,1632.00,UPI,,false,CAPTURED,0.00,0.00
pay_00436,ord_00436,,2026-06-15T17:36:31+05:30,4905.01,DEBIT_CARD,,false,CAPTURED,44.15,7.95
pay_00264,ord_00264,593242416767,2026-06-26T22:04:26+05:30,1491.50,UPI,,false,CAPTURED,0.00,0.00
pay_00004,ord_00004,161057965825,2026-06-08T12:02:25+05:30,45938.00,CREDIT_CARD,,false,CAPTURED,918.76,165.38
pay_00152,ord_00152,983183189051,2026-06-04T17:17:48+05:30,4561.25,WALLET,,false,CAPTURED,82.10,14.78
pay_00339,ord_00339,784100461968,2026-06-04T09:44:57+05:30,934.00,UPI,,false,CAPTURED,0.00,0.00
pay_00235,ord_00235,129030773667,2026-06-11T17:22:26+05:30,4398.99,WALLET,,false,CAPTURED,79.18,14.25
pay_dec5a,ord_dec5a,787415941395,2026-06-01T09:00:57+05:30,1787.00,DEBIT_CARD,,false,CAPTURED,7.15,1.29
pay_00285,ord_00285,618635742382,2026-06-05T15:52:14+05:30,107.49,UPI,,false,CAPTURED,0.00,0.00
pay_00012,ord_00012,707911139398,2026-06-05T15:13:11+05:30,372.50,UPI,,false,CAPTURED,0.00,0.00
pay_00059,ord_00059,259445914412,2026-06-10T10:14:34+05:30,42101.00,CREDIT_CARD,,false,CAPTURED,842.02,151.56
pay_00408,ord_00408,272092166254,2026-06-08T11:28:42+05:30,2397.49,UPI,,false,CAPTURED,0.00,0.00
pay_00463,ord_00463,271531437951,2026-06-19T10:25:32+05:30,777.50,UPI,,false,CAPTURED,0.00,0.00
pay_00125,ord_00125,938182455771,2026-06-03T08:32:19+05:30,4583.99,DEBIT_CARD,,false,CAPTURED,65.26,11.75
pay_00173,ord_00173,620539013313,2026-06-16T08:27:36+05:30,418.25,UPI,,false,CAPTURED,0.00,0.00
pay_00356,ord_00356,144256155447,2026-06-08T11:29:09+05:30,4041.00,DEBIT_CARD,,false,CAPTURED,36.37,6.55
pay_00133,ord_00133,558292582610,2026-06-30T10:57:37+05:30,1091.25,NETBANKING,HDFC,false,CAPTURED,12.00,2.16
pay_00495,ord_00495,202821260208,2026-06-17T07:28:00+05:30,216.75,UPI,,false,CAPTURED,0.00,0.00
pay_00180,ord_00180,953375691334,2026-06-03T18:59:03+05:30,647.75,UPI,,false,CAPTURED,0.00,0.00
pay_00205,ord_00205,236506633812,2026-06-02T23:42:38+05:30,1505.49,UPI,,false,CAPTURED,0.00,0.00
pay_00082,ord_00082,928457434229,2026-06-17T13:13:50+05:30,2828.00,NETBANKING,KOTAK,false,CAPTURED,15.00,2.70
pay_00352,ord_00352,591829126427,2026-06-26T17:46:19+05:30,42542.75,CREDIT_CARD,,false,CAPTURED,850.86,153.15
pay_00108,ord_00108,804976819929,2026-06-25T14:47:32+05:30,2221.75,UPI,,false,CAPTURED,0.00,0.00
pay_00130,ord_00130,408454309533,2026-06-12T08:40:27+05:30,3095.00,CREDIT_CARD,,false,CAPTURED,61.90,11.14
pay_00213,ord_00213,593570436362,2026-06-15T08:17:29+05:30,11443.99,NETBANKING,ICICI,false,CAPTURED,12.00,2.16
pay_00049,ord_00049,965089098688,2026-06-01T09:23:30+05:30,8693.01,DEBIT_CARD,,false,CAPTURED,78.24,14.08
pay_00321,ord_00321,220949287232,2026-06-17T08:39:19+05:30,1849.49,UPI,,false,CAPTURED,0.00,0.00
pay_00118,ord_00118,341492793022,2026-06-24T10:32:32+05:30,942.50,UPI,,false,CAPTURED,0.00,0.00
pay_00090,ord_00090,418400560730,2026-06-10T09:44:48+05:30,17887.75,CREDIT_CARD,,false,CAPTURED,357.76,64.40
pay_00220,ord_00220,902259633336,2026-06-30T08:05:33+05:30,1516.25,UPI,,false,CAPTURED,0.00,0.00
pay_00255,ord_00255,,2026-06-03T11:41:15+05:30,21989.49,CREDIT_CARD,,false,CAPTURED,439.79,79.16
pay_00006,ord_00006,771178763208,2026-06-05T06:04:59+05:30,492.50,UPI,,false,CAPTURED,0.00,0.00
pay_00188,ord_00188,677149448946,2026-06-22T15:05:02+05:30,13403.00,NETBANKING,SBI,false,CAPTURED,18.00,3.24
pay_00093,ord_00093,,2026-06-04T14:57:22+05:30,327.00,UPI,,false,CAPTURED,0.00,0.00
pay_00225,ord_00225,,2026-06-17T14:56:08+05:30,10557.25,CREDIT_CARD,,false,CAPTURED,211.15,38.01
pay_00260,ord_00260,877448239284,2026-06-17T20:29:43+05:30,1765.00,UPI,,false,CAPTURED,0.00,0.00
pay_00489,ord_00489,208529865001,2026-06-05T21:48:05+05:30,21357.01,NETBANKING,YES,false,CAPTURED,20.00,3.60
pay_00469,ord_00469,620128926628,2026-06-12T16:10:34+05:30,724.25,UPI,,false,CAPTURED,0.00,0.00
pay_00168,ord_00168,887987579140,2026-06-15T18:33:37+05:30,46185.00,CREDIT_CARD,,false,CAPTURED,923.70,166.27
pay_00441,ord_00441,910792861772,2026-06-26T11:39:58+05:30,6900.00,DEBIT_CARD,,false,CAPTURED,62.10,11.18
pay_00281,ord_00281,611388114626,2026-06-11T18:51:07+05:30,23639.50,CREDIT_CARD,,false,CAPTURED,493.11,88.76
pay_00181,ord_00181,650703409147,2026-06-23T12:27:07+05:30,127.00,UPI,,false,CAPTURED,0.00,0.00
pay_00432,ord_00432,860249705323,2026-06-09T10:05:21+05:30,636.00,UPI,,false,CAPTURED,0.00,0.00
pay_00348,ord_00348,529817313221,2026-06-02T06:43:06+05:30,6331.00,DEBIT_CARD,,false,CAPTURED,56.98,10.26
pay_00487,ord_00487,797447421019,2026-06-01T13:12:01+05:30,7749.99,DEBIT_CARD,,false,CAPTURED,69.75,12.56
pay_00324,ord_00324,916126156693,2026-06-05T14:59:12+05:30,27962.00,CREDIT_CARD,,false,CAPTURED,559.24,100.66
pay_00135,ord_00135,391092942808,2026-06-11T20:17:42+05:30,6953.75,DEBIT_CARD,,false,CAPTURED,62.58,11.26
pay_00241,ord_00241,416575974419,2026-06-11T16:22:43+05:30,20899.01,CREDIT_CARD,,false,CAPTURED,417.98,75.24
pay_00094,ord_00094,176587615135,2026-06-24T09:01:45+05:30,4696.25,WALLET,,false,CAPTURED,84.53,15.22
pay_00399,ord_00399,811064583985,2026-06-24T21:02:32+05:30,19347.49,NETBANKING,ICICI,false,CAPTURED,12.00,2.16
pay_dec4c,ord_dec4c,,2026-06-12T11:00:39+05:30,3790.00,DEBIT_CARD,,false,CAPTURED,34.11,6.14
pay_00072,ord_00072,557354016244,2026-06-10T21:30:51+05:30,8885.00,DEBIT_CARD,,false,CAPTURED,79.97,14.39
pay_00457,ord_00457,689108884652,2026-06-11T09:07:29+05:30,667.00,UPI,,false,CAPTURED,0.00,0.00
pay_00230,ord_00230,571404112864,2026-06-29T22:38:55+05:30,4125.75,DEBIT_CARD,,false,CAPTURED,37.13,6.68
pay_00430,ord_00430,923223431664,2026-06-17T13:52:02+05:30,5500.00,DEBIT_CARD,,false,CAPTURED,49.50,8.91
pay_00391,ord_00391,663059228673,2026-06-19T15:59:58+05:30,392.25,UPI,,false,CAPTURED,0.00,0.00
pay_00295,ord_00295,781198544784,2026-06-04T20:31:40+05:30,1873.00,UPI,,false,CAPTURED,0.00,0.00
pay_00360,ord_00360,761127722727,2026-06-08T07:16:05+05:30,1325.00,UPI,,false,CAPTURED,0.00,0.00
pay_00420,ord_00420,889500064993,2026-06-26T14:32:07+05:30,1751.99,WALLET,,false,CAPTURED,31.54,5.68
pay_amb01,ord_amb01,,2026-06-04T23:40:32+05:30,5187.00,CREDIT_CARD,,false,CAPTURED,103.74,18.67
pay_00247,ord_00247,191505031957,2026-06-29T12:51:34+05:30,15595.49,CREDIT_CARD,,false,CAPTURED,311.91,56.14
pay_00354,ord_00354,399478602446,2026-06-16T20:03:23+05:30,1039.00,DEBIT_CARD,,false,CAPTURED,4.16,0.75
pay_str01,ord_str01,664442988668,2026-06-17T23:21:00+05:30,734.00,CREDIT_CARD,,false,CAPTURED,14.68,2.64
pay_00231,ord_00231,173720396819,2026-06-12T21:25:21+05:30,1073.00,UPI,,false,CAPTURED,0.00,0.00
pay_00378,ord_00378,987765442124,2026-06-29T20:55:44+05:30,788.00,UPI,,false,CAPTURED,0.00,0.00
pay_amb21,ord_amb21,254477917415,2026-06-04T23:40:59+05:30,4142.00,CREDIT_CARD,,false,CAPTURED,82.84,14.91
pay_00022,ord_00022,310268691837,2026-06-24T09:51:10+05:30,484.49,UPI,,false,CAPTURED,0.00,0.00
pay_dec1a,ord_dec1a,138207763368,2026-06-01T09:00:30+05:30,1161.00,DEBIT_CARD,,false,CAPTURED,4.64,0.84
pay_00305,ord_00305,199567379835,2026-06-23T08:10:02+05:30,812.00,UPI,,false,CAPTURED,0.00,0.00
pay_00208,ord_00208,468203097997,2026-06-30T12:41:38+05:30,1506.00,WALLET,,false,CAPTURED,27.11,4.88
pay_00265,ord_00265,671758652988,2026-06-17T07:31:25+05:30,45871.25,CREDIT_CARD,,false,CAPTURED,917.43,165.14
pay_00327,ord_00327,799873735527,2026-06-19T12:08:41+05:30,193.49,UPI,,false,CAPTURED,0.00,0.00
pay_00349,ord_00349,226784058124,2026-06-03T09:01:14+05:30,634.75,UPI,,false,CAPTURED,0.00,0.00
pay_00310,ord_00310,962442968203,2026-06-29T10:09:11+05:30,24565.01,NETBANKING,SBI,false,CAPTURED,18.00,3.24
pay_00034,ord_00034,303443952657,2026-06-26T17:50:43+05:30,3435.75,WALLET,,false,CAPTURED,61.84,11.13
pay_00283,ord_00283,457035915728,2026-06-24T23:50:16+05:30,36083.01,CREDIT_CARD,,false,CAPTURED,721.66,129.90
pay_00450,ord_00450,993190402498,2026-06-23T08:50:32+05:30,5255.49,CREDIT_CARD,,false,CAPTURED,105.11,18.92
pay_00490,ord_00490,911397324344,2026-06-10T13:37:26+05:30,36031.50,CREDIT_CARD,,false,CAPTURED,720.63,129.71
pay_00141,ord_00141,850828455167,2026-06-25T12:32:16+05:30,692.00,UPI,,false,CAPTURED,0.00,0.00
pay_amb50,ord_amb50,162364545538,2026-06-30T11:16:53+05:30,2025.00,CREDIT_CARD,,false,CAPTURED,40.50,7.29
pay_00044,ord_00044,,2026-06-25T23:05:29+05:30,5248.75,DEBIT_CARD,,false,CAPTURED,47.24,8.50
pay_00484,ord_00484,912116741789,2026-06-04T10:49:36+05:30,20196.75,CREDIT_CARD,,false,CAPTURED,403.94,72.71
pay_00211,ord_00211,696173407552,2026-06-09T14:02:49+05:30,2496.50,UPI,,false,CAPTURED,0.00,0.00
pay_00170,ord_00170,763534670392,2026-06-15T09:13:35+05:30,4081.75,WALLET,,false,CAPTURED,73.47,13.22
pay_00228,ord_00228,,2026-06-04T20:38:44+05:30,27811.50,NETBANKING,AXIS,false,CAPTURED,15.00,2.70
pay_00095,ord_00095,291261453598,2026-06-05T09:27:19+05:30,1071.01,UPI,,false,CAPTURED,0.00,0.00
pay_00163,ord_00163,576000547629,2026-06-03T07:58:26+05:30,4581.01,WALLET,,false,CAPTURED,82.46,14.84
pay_00483,ord_00483,335143185078,2026-06-16T15:05:07+05:30,918.99,UPI,,false,CAPTURED,0.00,0.00
pay_00409,ord_00409,,2026-06-10T06:26:32+05:30,499.25,UPI,,false,CAPTURED,0.00,0.00
pay_dec1b,ord_dec1b,520014543487,2026-06-01T10:00:30+05:30,637.00,DEBIT_CARD,,false,CAPTURED,2.55,0.46
pay_00376,ord_00376,668432966644,2026-06-11T16:27:58+05:30,833.00,UPI,,false,CAPTURED,0.00,0.00
pay_00087,ord_00087,201217999246,2026-06-05T14:20:10+05:30,431.00,UPI,,false,CAPTURED,0.00,0.00
pay_00254,ord_00254,944176648493,2026-06-03T21:24:09+05:30,25663.99,NETBANKING,ICICI,false,CAPTURED,12.00,2.16
pay_00051,ord_00051,262677629693,2026-06-22T10:42:42+05:30,1099.01,NETBANKING,SBI,false,CAPTURED,18.00,3.24
pay_00476,ord_00476,193635595229,2026-06-24T07:34:10+05:30,3880.50,DEBIT_CARD,,false,CAPTURED,34.92,6.29
pay_00452,ord_00452,,2026-06-30T06:11:26+05:30,7242.99,DEBIT_CARD,,false,CAPTURED,65.19,11.73
pay_00473,ord_00473,570845132324,2026-06-24T17:19:23+05:30,657.00,UPI,,false,CAPTURED,0.00,0.00
pay_00045,ord_00045,993209496097,2026-06-15T08:42:27+05:30,21875.99,CREDIT_CARD,,false,CAPTURED,437.52,78.75
pay_00271,ord_00271,315377138102,2026-06-10T19:04:30+05:30,36647.75,CREDIT_CARD,,false,CAPTURED,732.96,131.93
pay_dec0b,ord_dec0b,347350998531,2026-06-05T10:00:58+05:30,1340.00,DEBIT_CARD,,false,CAPTURED,5.36,0.96
pay_00412,ord_00412,226453114183,2026-06-03T18:31:19+05:30,1998.50,UPI,,false,CAPTURED,0.00,0.00
pay_00353,ord_00353,963725794211,2026-06-18T17:21:19+05:30,1905.01,UPI,,false,CAPTURED,0.00,0.00
pay_00236,ord_00236,679758450575,2026-06-16T21:52:40+05:30,537.00,UPI,,false,CAPTURED,0.00,0.00
pay_00498,ord_00498,329216297669,2026-06-30T23:37:53+05:30,1038.25,UPI,,false,CAPTURED,0.00,0.00
pay_00222,ord_00222,854253288164,2026-06-12T13:43:51+05:30,1653.99,UPI,,false,CAPTURED,0.00,0.00
pay_00210,ord_00210,124561542941,2026-06-17T10:25:02+05:30,335.00,UPI,,false,CAPTURED,0.00,0.00
pay_00189,ord_00189,575332452904,2026-06-15T06:53:09+05:30,1243.25,UPI,,false,CAPTURED,0.00,0.00
pay_00139,ord_00139,575239557102,2026-06-18T06:16:23+05:30,405.99,UPI,,false,CAPTURED,0.00,0.00
pay_00467,ord_00467,166325085596,2026-06-30T14:59:17+05:30,4264.99,DEBIT_CARD,,false,CAPTURED,38.38,6.91
pay_00201,ord_00201,157952188681,2026-06-08T15:34:28+05:30,19676.25,NETBANKING,KOTAK,false,CAPTURED,15.00,2.70
pay_00219,ord_00219,295194296602,2026-06-10T09:15:02+05:30,8194.01,DEBIT_CARD,,false,CAPTURED,73.75,13.28
pay_00459,ord_00459,466785094107,2026-06-29T20:52:19+05:30,133.99,UPI,,false,CAPTURED,0.00,0.00
pay_00019,ord_00019,746419961480,2026-06-23T22:53:57+05:30,24873.75,CREDIT_CARD,,false,CAPTURED,497.48,89.55
pay_00384,ord_00384,247253165372,2026-06-30T19:02:11+05:30,6932.49,DEBIT_CARD,,false,CAPTURED,62.39,11.23
pay_00143,ord_00143,735505608435,2026-06-30T14:29:16+05:30,1935.00,UPI,,false,CAPTURED,0.00,0.00
pay_00060,ord_00060,928709749572,2026-06-29T20:53:55+05:30,4931.99,DEBIT_CARD,,false,CAPTURED,44.39,7.99
pay_str03,ord_str03,162643287241,2026-06-17T23:23:00+05:30,4684.00,CREDIT_CARD,,false,CAPTURED,93.68,16.86
pay_00386,ord_00386,194915664324,2026-06-04T20:35:54+05:30,2258.75,UPI,,false,CAPTURED,0.00,0.00
pay_00114,ord_00114,664077683417,2026-06-05T15:50:09+05:30,25585.00,CREDIT_CARD,,false,CAPTURED,511.70,92.11
pay_00334,ord_00334,540497926534,2026-06-03T14:24:50+05:30,16029.99,CREDIT_CARD,,false,CAPTURED,320.60,57.71
pay_00026,ord_00026,378213082305,2026-06-26T15:15:09+05:30,35716.01,CREDIT_CARD,,false,CAPTURED,714.32,128.58
pay_00103,ord_00103,362621346087,2026-06-05T18:25:56+05:30,2986.00,DEBIT_CARD,,false,CAPTURED,26.87,4.84
pay_00336,ord_00336,759667597442,2026-06-29T21:07:50+05:30,384.75,UPI,,false,CAPTURED,0.00,0.00
pay_00253,ord_00253,320881385534,2026-06-17T09:11:14+05:30,4719.99,WALLET,,false,CAPTURED,84.96,15.29
pay_00233,ord_00233,699236522956,2026-06-10T19:00:23+05:30,5021.49,DEBIT_CARD,,false,CAPTURED,45.19,8.13
pay_00091,ord_00091,165401488272,2026-06-17T19:44:59+05:30,1891.01,WALLET,,false,CAPTURED,34.04,6.13
pay_00439,ord_00439,355642224100,2026-06-04T22:37:25+05:30,1396.25,DEBIT_CARD,,false,CAPTURED,5.59,1.01
pay_00138,ord_00138,983615196688,2026-06-29T06:34:49+05:30,5332.00,DEBIT_CARD,,false,CAPTURED,47.99,8.64
pay_00017,ord_00017,651815863507,2026-06-23T22:48:31+05:30,2753.00,NETBANKING,AXIS,false,CAPTURED,15.00,2.70
pay_00144,ord_00144,875751065703,2026-06-23T20:47:49+05:30,1967.49,WALLET,,false,CAPTURED,35.41,6.37
pay_00191,ord_00191,823378047629,2026-06-04T17:33:57+05:30,2686.00,DEBIT_CARD,,false,CAPTURED,24.17,4.35
pay_dec0c,ord_dec0c,941223567877,2026-06-05T11:00:58+05:30,3192.00,DEBIT_CARD,,false,CAPTURED,28.73,5.17
pay_00166,ord_00166,577923769443,2026-06-09T22:27:04+05:30,495.99,UPI,,false,CAPTURED,0.00,0.00
pay_amb51,ord_amb51,382142337855,2026-06-30T23:40:53+05:30,2025.00,CREDIT_CARD,,false,CAPTURED,40.50,7.29
pay_00381,ord_00381,481227235794,2026-06-16T23:34:52+05:30,812.00,UPI,,false,CAPTURED,0.00,0.00
pay_00159,ord_00159,702962259781,2026-06-11T22:23:23+05:30,2289.49,UPI,,false,CAPTURED,0.00,0.00
pay_00277,ord_00277,514552680535,2026-06-05T18:35:58+05:30,3605.50,DEBIT_CARD,,false,CAPTURED,32.45,5.84
pay_00031,ord_00031,258197807629,2026-06-12T15:34:50+05:30,3326.99,WALLET,,false,CAPTURED,59.89,10.78
pay_00319,ord_00319,282527424539,2026-06-30T06:03:17+05:30,1696.25,UPI,,false,CAPTURED,0.00,0.00
pay_00276,ord_00276,485633060608,2026-06-03T13:07:16+05:30,35052.01,CREDIT_CARD,,false,CAPTURED,701.04,126.19
pay_00184,ord_00184,982488338761,2026-06-17T06:37:51+05:30,3853.00,DEBIT_CARD,,false,CAPTURED,34.68,6.24
pay_00301,ord_00301,978009226430,2026-06-03T15:09:05+05:30,28755.50,CREDIT_CARD,,false,CAPTURED,599.43,107.90
pay_dec4a,ord_dec4a,757407128225,2026-06-12T09:00:39+05:30,1799.00,DEBIT_CARD,,false,CAPTURED,7.20,1.30
pay_00308,ord_00308,716711969507,2026-06-12T14:36:03+05:30,10517.25,CREDIT_CARD,,false,CAPTURED,210.35,37.86
pay_00302,ord_00302,264836432974,2026-06-24T14:39:41+05:30,2083.00,DEBIT_CARD,,false,CAPTURED,18.75,3.38
pay_str00,ord_str00,746117780162,2026-06-17T23:20:00+05:30,3050.00,CREDIT_CARD,,false,CAPTURED,61.00,10.98
pay_amb10,ord_amb10,516649734197,2026-06-25T11:37:46+05:30,4747.00,CREDIT_CARD,,false,CAPTURED,94.94,17.09
pay_00256,ord_00256,593736566016,2026-06-03T09:00:27+05:30,382.75,UPI,,false,CAPTURED,0.00,0.00
pay_00129,ord_00129,405472247394,2026-06-12T18:41:45+05:30,329.00,UPI,,false,CAPTURED,0.00,0.00
pay_00374,ord_00374,394324150900,2026-06-10T16:40:37+05:30,10603.00,NETBANKING,HDFC,false,CAPTURED,12.00,2.16
pay_00245,ord_00245,168148321902,2026-06-24T07:33:43+05:30,8386.49,CREDIT_CARD,,false,CAPTURED,167.73,30.19
pay_00032,ord_00032,424712980860,2026-06-15T22:16:13+05:30,2227.00,DEBIT_CARD,,false,CAPTURED,20.04,3.61
pay_00363,ord_00363,707269956600,2026-06-03T23:58:39+05:30,57.00,UPI,,false,CAPTURED,0.00,0.00
pay_00015,ord_00015,254819242057,2026-06-26T19:10:09+05:30,1568.00,EMI,,false,CAPTURED,39.20,7.06
pay_00491,ord_00491,287140636189,2026-06-10T09:43:44+05:30,34432.01,CREDIT_CARD,,false,CAPTURED,688.64,123.96
pay_00446,ord_00446,419842622364,2026-06-15T17:11:54+05:30,4305.25,WALLET,,false,CAPTURED,77.49,13.95
pay_00390,ord_00390,248539808278,2026-06-19T23:33:37+05:30,1404.01,WALLET,,false,CAPTURED,25.27,4.55
pay_00198,ord_00198,921953408542,2026-06-09T07:46:20+05:30,409.01,WALLET,,false,CAPTURED,7.36,1.32
pay_00333,ord_00333,941307445124,2026-06-29T11:51:48+05:30,5780.50,DEBIT_CARD,,false,CAPTURED,52.02,9.36
pay_00009,ord_00009,375379256923,2026-06-23T21:05:33+05:30,176.00,UPI,,false,CAPTURED,0.00,0.00
pay_dec1c,ord_dec1c,235520242276,2026-06-01T11:00:30+05:30,1798.00,DEBIT_CARD,,false,CAPTURED,7.19,1.29
pay_00470,ord_00470,388830916589,2026-06-23T13:20:50+05:30,2252.75,UPI,,false,CAPTURED,0.00,0.00
pay_00083,ord_00083,338039804648,2026-06-15T10:32:50+05:30,46360.00,CREDIT_CARD,,false,CAPTURED,927.20,166.90
pay_00126,ord_00126,,2026-06-24T20:55:12+05:30,16698.25,NETBANKING,ICICI,false,CAPTURED,12.00,2.16
pay_amb30,ord_amb30,794330322364,2026-06-26T11:50:02+05:30,6577.00,CREDIT_CARD,,false,CAPTURED,131.54,23.68
